"Host","Species","Parasite","Cargo","Carrier","Group","dataSet"
"Aves","Falco cherrug","Virus","influenza a virus","Anas penelope","Aves","cites_Thailand"
"Aves","Falco cherrug","Protozoa","cryptosporidium baileyi","Anas platyrhynchos","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas platyrhynchos","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas poecilorhyncha","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas querquedula","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas rubripes","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas strepera","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas superciliosa","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anser albifrons","Aves","cites_Thailand"
"Aves","Falco cherrug","Protozoa","cryptosporidium baileyi","Anser anser","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anser anser","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anser brachyrhynchus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anser caerulescens","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anser fabalis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anser indicus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Ardea alba","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Ardea cinerea","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Arenaria interpres","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Arenaria melanocephala","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Aythya americana","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Aythya collaris","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Aythya ferina","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Aythya fuligula","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Bombycilla cedrorum","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Branta canadensis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Branta leucopsis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Bucephala albeola","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Bucephala clangula","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Buteo buteo","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Butorides virescens","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Cairina moschata","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Calidris acuminata","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Calidris alba","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Calidris alpina","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Calidris canutus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Calidris minutilla","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Calidris pusilla","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Calidris ruficollis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Canis lupus familiaris","Domestic Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Catharus fuscescens","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Catharus guttatus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Catharus ustulatus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Chlidonias hybridus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Chrysolophus pictus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Ciconia ciconia","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Columba livia","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Contopus sordidulus","Aves","cites_Thailand"
"Aves","Falco cherrug","Protozoa","cryptosporidium baileyi","Coragyps atratus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Corvus frugilegus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Corvus monedula","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Corvus splendens","Aves","cites_Thailand"
"Aves","Falco cherrug","Protozoa","cryptosporidium baileyi","Coturnix japonica","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Coturnix japonica","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Cygnus columbianus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Cygnus cygnus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Cygnus olor","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Dendrocygna viduata","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Dromaius novaehollandiae","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Empidonax alnorum","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Empidonax difficilis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Equus asinus","Domestic Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Equus caballus","Domestic Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Equus przewalskii","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Falco naumanni","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Falco peregrinus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Falco tinnunculus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Felis catus","Domestic Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Fulica americana","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Fulica atra","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Gallicrex cinerea","Aves","cites_Thailand"
"Aves","Falco cherrug","Protozoa","cryptosporidium baileyi","Gallus gallus","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Gallus gallus","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Haliaeetus leucocephalus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Homo sapiens","Human","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Icteria virens","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Lanius schach","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus argentatus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus atricilla","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus brunnicephalus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus californicus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus canus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus delawarensis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus dominicanus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus glaucescens","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus hyperboreus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus ichthyaetus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus marinus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus melanocephalus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus michahellis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus mongolicus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus novaehollandiae","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus ridibundus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Larus schistisagus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Leiothrix argentauris","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Leiothrix lutea","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Lonchura striata","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Lophura leucomelanos","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Melanitta fusca","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Meleagris gallopavo","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Melospiza melodia","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Mergellus albellus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Milvus migrans","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Mus musculus","Rodent","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Mustela lutreola","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Mustela putorius","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Mustela putorius","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Myrmecophaga tridactyla","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Necrosyrtes monachus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Neofelis nebulosa","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Neovison vison","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Netta peposaca","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Nisaetus nipalensis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Numida meleagris","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Ondatra zibethicus","Rodent","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Onychoprion fuscatus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Oporornis tolmiei","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Panthera tigris","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Passer domesticus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Passer montanus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Passerella iliaca","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Pelecanus erythrorhynchos","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Phalacrocorax auritus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Phalacrocorax carbo","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Phoca vitulina","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Piaya minuta","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Pica pica","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Pionus menstruus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Piranga ludoviciana","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Pluvialis fulva","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Podiceps cristatus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Puffinus pacificus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Regulus satrapa","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Rissa tridactyla","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Seiurus noveboracensis","Aves","cites_Thailand"
"Aves","Falco cherrug","Protozoa","cryptosporidium baileyi","Sicalis flaveola","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Somateria mollissima","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Sterna hirundo","Aves","cites_Thailand"
"Aves","Falco cherrug","Protozoa","cryptosporidium baileyi","Struthio camelus","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Struthio camelus","Domestic Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Sturnus sericeus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Sturnus vulgaris","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Sus scrofa","Domestic Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Sus scrofa","Domestic Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Tachybaptus ruficollis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Tadorna ferruginea","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Tadorna tadornoides","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Thryomanes bewickii","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Turdus migratorius","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Uria aalge","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Uria lomvia","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Zosterops japonicus","Aves","cites_Thailand"
"Aves","Falco femoralis","Virus","falcon adenovirus a","Falco columbarius","Aves","cites_Thailand"
"Aves","Falco femoralis","Virus","falcon adenovirus a","Falco peregrinus","Aves","cites_Thailand"
"Aves","Falco peregrinus","Virus","influenza a virus","Accipiter trivirgatus","Aves","cites_Thailand"
"Aves","Falco peregrinus","Virus","influenza a virus","Acinonyx jubatus","Mammal","cites_Thailand"
"Aves","Falco peregrinus","Virus","influenza a virus","Aechmophorus occidentalis","Aves","cites_Thailand"
"Aves","Falco peregrinus","Virus","influenza a virus","Aix galericulata","Aves","cites_Thailand"
"Aves","Falco peregrinus","Virus","influenza a virus","Aix sponsa","Aves","cites_Thailand"
"Aves","Falco peregrinus","Virus","influenza a virus","Alectoris chukar","Aves","cites_Thailand"
